repo,path,lines,bytes,families,score,fam_detail,in_base,near_base,sha,reviewed
productivity,productivity/04-sleep/sleep-architecture-and-hygiene.md,69,7448,1,101,RULE=1,,,4dce86bc57ab,
dota-dossier,dota-dossier/docs/ARCHITECTURE.md,134,9047,1,101,RULE=1,,,0fbb53e9e62f,
dota-dossier,dota-dossier/docs/TI2026_ANALYSIS.md,235,14580,1,101,RULE=1,,,3c21c097c9bf,
dota-dossier,dota-dossier/src/tier_image.py,502,25093,1,101,RULE=1,,,aa9196c32ca9,
dota-dossier,dota-dossier/reports/benchmarks/README.md,130,8494,1,101,RULE=1,,,af34475da66f,
dota-dossier,dota-dossier/reports/infrastructure/reactive_testing_retrospective.md,137,9981,1,101,REGISTRY=1,yes,,0417912c19d7,
dota-dossier,dota-dossier/data/ti-2026/2026-08-18-group-stage-bracket.md,80,4935,1,101,STRUCT=1,,,d245f74dd8cd,
dota-dossier,dota-dossier/coaching/volume-1-foundations/03-ranks-and-skill-tiers.md,82,6294,1,101,RULE=1,,,401dabb42eaf,
dota-dossier,dota-dossier/coaching/volume-2-practice/11-invoker-case-study.md,123,8192,1,101,RULE=1,,,99d55b0f0c97,
dota-dossier,dota-dossier/coaching/volume-2-practice/05-item-builds.md,151,9388,1,101,RULE=1,,,6e3b316fbe8a,
dota-dossier,dota-dossier/coaching/volume-2-practice/01-diagnosis.md,204,12671,1,101,RULE=1,,,d44cce3614fc,
dota-dossier,dota-dossier/coaching/data/channels/ivanchego.md,58,5082,1,101,RULE=1,,,c03ec6cfaf6d,
dota-dossier,dota-dossier/coaching/data/channels/shays-on.md,118,5085,1,101,META=1,,,b9e688161bf4,
dota-dossier,dota-dossier/coaching/data/channels/casual.md,72,5083,1,101,RULE=1,,,43036799c2e6,
dota-dossier,dota-dossier/coaching/data/channels/ueio.md,51,5006,1,101,RULE=1,,,70544999369f,
dota-dossier,dota-dossier/coaching/data/channels/50-ottenkov-sinego.md,54,5226,1,101,RETRO=1,,,2bd004bb102d,
dota-dossier,dota-dossier/knowledge/pro-thinking/README.md,174,14323,1,101,RETRO=1,,,e1605973f608,
dota-dossier,dota-dossier/knowledge/pro-thinking/daxak/SOURCES.md,81,5265,1,101,RULE=1,,,0d6a090fcceb,
dota-dossier,dota-dossier/knowledge/pro-thinking/glossary/README.md,110,5294,1,101,RULE=1,,,291036a8f931,
dota-dossier,dota-dossier/knowledge/pro-thinking/ueio/SOURCES.md,117,8217,1,101,RULE=1,,,60f8a2923a7a,
dota-dossier,dota-dossier/docs/legacy/MilfHunter_deep_analysis.md,108,606522,1,101,STRUCT=1,,,7b62e62d6dcb,
dota-dossier,dota-dossier/docs/legacy/MilfHunter_full_analysis.docx.md,217,15162,1,101,RULE=1,,,b0c50d673403,
dota-dossier,dota-dossier/docs/coaching/14_arteezy_case_analysis.md,142,9555,1,101,META=1,,,20a049f10136,
dota-dossier,dota-dossier/docs/coaching/11_external_tooling_and_pipeline.md,160,11969,1,101,RULE=1,,,cfa9b5791815,
dota-dossier,dota-dossier/docs/coaching/04_calibration_result_and_gameplay_diagnosis.md,100,9849,1,101,RULE=1,,,d3281f5ffd74,
dota-dossier,dota-dossier/docs/coaching/09_behavior_score_and_ti2026.md,275,18427,1,101,RULE=1,,,5a803a262fd3,
dota-dossier,dota-dossier/research/issledovaniya/dota-2-ranked-kalibrovka-chislovoy-plan-dlya-novogo-akkaunta.md,200,29984,1,101,RULE=1,,,3518554ff890,
dota-dossier,dota-dossier/research/issledovaniya/mmr-v-dota-2-pravda-o-chistom-win-loss-protiv-individualnogo.md,85,23620,1,101,RULE=1,,,81b826270895,
dota-dossier,dota-dossier/research/issledovaniya/analiz-kalibrovki-i-reytingovoy-sistemy-dota-2-patch-7-41e-a.md,131,34283,1,101,RULE=1,,,6ef7b48a264e,
dota-dossier,dota-dossier/research/issledovaniya/dota-dossier-kompleksnoe-issledovanie-ti-2026-fentezi-tuling.md,240,39920,1,101,RULE=1,,,6dc8ac31f409,
dota-dossier,dota-dossier/research/issledovaniya/dolgozhiteli-top-stseny-desyat-let-protiv-ana.md,121,15953,1,101,RULE=1,,,70b91d9b4945,
personal-finance-dss,personal-finance-dss/tools/README.md,25,2473,1,101,REGISTRY=1,,,2bda159ff378,
personal-finance-dss,personal-finance-dss/tools/run_full_tests.sh,68,2806,1,101,REGISTRY=1,,,810cbf5911cf,
personal-finance-dss,personal-finance-dss/tests/test_font_is_actually_loaded.py,127,6488,1,101,RULE=1,,,6934a832458f,
personal-finance-dss,personal-finance-dss/tests/test_jwt_revocation.py,231,10804,1,101,REGISTRY=1,,,f2e59fe70201,
personal-finance-dss,personal-finance-dss/tests/test_auth.py,141,6296,1,101,RULE=1,,,98bef6f0600d,
personal-finance-dss,personal-finance-dss/tests/test_build_joined_v4.py,131,5382,1,101,RULE=1,,,1f08aedb0c9b,
personal-finance-dss,personal-finance-dss/tests/test_docker_ships_what_runtime_needs.py,140,8170,1,101,RULE=1,,,638e6bfd3f4f,
personal-finance-dss,personal-finance-dss/tests/test_legal_pages.py,108,5332,1,101,RULE=1,,,75c69fcf9de2,
personal-finance-dss,personal-finance-dss/tests/test_migration_reversibility.py,35,1501,1,101,REGISTRY=1,,,4e2ab494f3c8,
personal-finance-dss,personal-finance-dss/tests/test_api_pages.py,51,2897,1,101,REGISTRY=1,,,64e2296ec319,
personal-finance-dss,personal-finance-dss/tests/test_key_rate_contract.py,69,3480,1,101,RULE=1,,,ad92756b88c7,
personal-finance-dss,personal-finance-dss/tests/test_clock_unification.py,98,5332,1,101,REGISTRY=1,,,09656694e323,
personal-finance-dss,personal-finance-dss/tests/test_soft_delete.py,183,8466,1,101,REGISTRY=1,,,1c4b0eccbc23,
personal-finance-dss,personal-finance-dss/tests/test_expense_record_date.py,78,4281,1,101,REGISTRY=1,,,32ddada31c00,
personal-finance-dss,personal-finance-dss/tests/test_model_lump_split.py,46,2074,1,101,RULE=1,,,68e2873aec60,
personal-finance-dss,personal-finance-dss/tests/test_grid_step.py,73,3480,1,101,REGISTRY=1,,,914e8eddf31c,
personal-finance-dss,personal-finance-dss/tests/test_disclaimer_39fz.py,70,3682,1,101,RULE=1,,,daaaff646721,
personal-finance-dss,personal-finance-dss/tests/test_consents_contract.py,96,5109,1,101,RULE=1,,,b985ac19d368,
personal-finance-dss,personal-finance-dss/tests/test_referral_contract.py,75,3470,1,101,RULE=1,,,79bf7f7ae212,
personal-finance-dss,personal-finance-dss/tests/test_timing_lab.py,251,13943,1,101,REGISTRY=1,,,21f03fc84818,
personal-finance-dss,personal-finance-dss/tests/test_money_format.py,68,4058,1,101,RULE=1,,,f2b20a491b47,
personal-finance-dss,personal-finance-dss/tests/test_email_dispatch.py,139,5900,1,101,RULE=1,,,31a70e6b2002,
personal-finance-dss,personal-finance-dss/tests/test_amortization.py,109,6167,1,101,REGISTRY=1,,,3106c263fa76,
personal-finance-dss,personal-finance-dss/tests/test_no_prechecked_consent.py,77,3970,1,101,RULE=1,,,402d21daa2d7,
personal-finance-dss,personal-finance-dss/docs/algorithm_stack.md,281,20061,1,101,RULE=1,,,018d49ae9d10,
personal-finance-dss,personal-finance-dss/docs/ui_visual_direction.md,84,7633,1,101,RULE=1,,,be0062ced183,
personal-finance-dss,personal-finance-dss/docs/claude_operating_table.md,153,11267,1,101,REGISTRY=1,,,fca0dd42c54b,
personal-finance-dss,personal-finance-dss/docs/glossary.md,57,5606,1,101,META=1,,,19fc527bac96,
personal-finance-dss,personal-finance-dss/docs/slo.md,41,2882,1,101,RULE=1,,,9f5888560592,
personal-finance-dss,personal-finance-dss/docs/api_contract.md,28,2547,1,101,META=1,,,548eee388a44,
personal-finance-dss,personal-finance-dss/docs/cache_problem.md,176,17833,1,101,RULE=1,,,f10b3c2c83c4,
personal-finance-dss,personal-finance-dss/scripts/README.md,55,2460,1,101,REGISTRY=1,,,65235303c9a2,
personal-finance-dss,personal-finance-dss/alembic/versions/0004_soft_delete_transactions.py,36,1183,1,101,REGISTRY=1,,,a1598c94cb18,
personal-finance-dss,personal-finance-dss/alembic/versions/0009_v3_international.py,262,11107,1,101,REGISTRY=1,,,525902855b4c,
personal-finance-dss,personal-finance-dss/alembic/versions/0028_mfa.py,50,1943,1,101,META=1,,,bc73ead1b17a,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/survey_analysis.md,64,4014,1,101,RULE=1,,,06e960aec4ab,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/user_portraits_reference.md,461,23406,1,101,RULE=1,,,49a9b86e3069,
personal-finance-dss,personal-finance-dss/knowledge/brand/logo_passport.md,286,21277,1,101,META=1,,,fb4ab9b16854,
personal-finance-dss,personal-finance-dss/knowledge/business/business_models_evaluation.md,190,22697,1,101,RULE=1,,,fb1199d25f24,
personal-finance-dss,personal-finance-dss/knowledge/business/international_expansion_logic.md,255,19329,1,101,META=1,,,e6272ecc0dc5,
personal-finance-dss,personal-finance-dss/knowledge/business/solution_factory_course.md,81,7371,1,101,RULE=1,yes,,823d4f3f6078,
personal-finance-dss,personal-finance-dss/knowledge/business/market_analysis_benchmarks_international.md,169,11730,1,101,RULE=1,yes,,091b8274b941,
personal-finance-dss,personal-finance-dss/knowledge/science/publications_status_v1_decisions.md,91,12829,1,101,RULE=1,,,c194ece11117,
personal-finance-dss,personal-finance-dss/knowledge/science/kim_submission_checklist.md,39,6853,1,101,RULE=1,,,4cc4e339c581,
personal-finance-dss,personal-finance-dss/knowledge/science/publications_status.md,37,5859,1,101,RULE=1,,,5598b6d9e4ca,
personal-finance-dss,personal-finance-dss/knowledge/roles/CHECKLIST.md,58,4859,1,101,RULE=1,yes,,8e7289b4f285,
personal-finance-dss,personal-finance-dss/knowledge/roles/ROLE_BRIEF.md,39,3655,1,101,RULE=1,yes,,d37c64c8f9d8,
personal-finance-dss,personal-finance-dss/knowledge/product/banks_statements_reference.md,124,13152,1,101,RULE=1,,,b5bad3252351,
personal-finance-dss,personal-finance-dss/knowledge/guides/business_models_guide.md,395,39466,1,101,RULE=1,yes,,7e639cccbb94,
personal-finance-dss,personal-finance-dss/knowledge/roles/frontend-finpilot/README.md,28,1573,1,101,RULE=1,,,478af4b920a0,
personal-finance-dss,personal-finance-dss/knowledge/roles/analyst-finpilot/README.md,28,1581,1,101,RULE=1,,,829fa0f8b566,
personal-finance-dss,personal-finance-dss/knowledge/roles/analyst-finpilot/00_ROLE.md,59,5222,1,101,RULE=1,,,fb4acc890787,
personal-finance-dss,personal-finance-dss/knowledge/roles/security-finpilot/README.md,28,1669,1,101,RULE=1,,,9d7532fbc9c6,
personal-finance-dss,personal-finance-dss/knowledge/roles/security-finpilot/00_ROLE.md,59,5554,1,101,RULE=1,,,41c2fc9338c2,
personal-finance-dss,personal-finance-dss/knowledge/roles/engineer-finpilot/README.md,28,1593,1,101,RULE=1,,,63089c043346,
personal-finance-dss,personal-finance-dss/knowledge/roles/devops-finpilot/README.md,28,1553,1,101,RULE=1,,,324d18562e17,
personal-finance-dss,personal-finance-dss/knowledge/roles/mathematician-finpilot/README.md,28,1547,1,101,RULE=1,,,9e3640000082,
personal-finance-dss,personal-finance-dss/knowledge/roles/mathematician-finpilot/00_ROLE.md,59,7112,1,101,RULE=1,,,77b284256d05,
personal-finance-dss,personal-finance-dss/knowledge/roles/architect-finpilot/README.md,28,1589,1,101,RULE=1,,,bca587076765,
personal-finance-dss,personal-finance-dss/knowledge/roles/architect-finpilot/00_ROLE.md,59,5892,1,101,RULE=1,,,8bdab9c1f7b3,
personal-finance-dss,personal-finance-dss/knowledge/roles/lawyer-finpilot/03_PRINCIPLES.md,59,7867,1,101,META=1,,,282a056089e7,
personal-finance-dss,personal-finance-dss/knowledge/roles/backend-finpilot/README.md,28,1571,1,101,RULE=1,,,846db72fb3e6,
personal-finance-dss,personal-finance-dss/knowledge/roles/product-finpilot/README.md,28,1573,1,101,RULE=1,,,94ed4084b38f,
personal-finance-dss,personal-finance-dss/knowledge/roles/product-finpilot/00_ROLE.md,59,5039,1,101,RETRO=1,,,91a5ec61113c,
personal-finance-dss,personal-finance-dss/knowledge/roles/delivery-finpilot/README.md,28,1601,1,101,RULE=1,,,64dab4c22d5e,
personal-finance-dss,personal-finance-dss/knowledge/roles/researcher-finpilot/README.md,28,1563,1,101,RULE=1,,,b1acc86a14d1,
personal-finance-dss,personal-finance-dss/knowledge/roles/researcher-finpilot/00_ROLE.md,61,7448,1,101,RULE=1,,,5c7b2f1c2fa5,
personal-finance-dss,personal-finance-dss/knowledge/roles/qa-finpilot/README.md,28,1545,1,101,RULE=1,,,4fd7e511b5f9,
personal-finance-dss,personal-finance-dss/knowledge/roles/qa-finpilot/00_ROLE.md,59,5312,1,101,RULE=1,,,61ab0d458b1b,
personal-finance-dss,personal-finance-dss/knowledge/roles/finanalyst-finpilot/README.md,28,1585,1,101,RULE=1,,,78301681ad11,
personal-finance-dss,personal-finance-dss/knowledge/science/guides/rinc_vak_publication_guide.md,149,15933,1,101,RULE=1,yes,,3322a03ee71e,
personal-finance-dss,personal-finance-dss/knowledge/science/articles/journal_responses/notes.md,29,2307,1,101,RULE=1,,,b75d32d029e0,
personal-finance-dss,personal-finance-dss/knowledge/business/pitch/pitch_intl_script_ru.md,129,12067,1,101,META=1,,,626b9876ab62,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/results/README.md,64,4014,1,101,RULE=1,,,06e960aec4ab,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/results/raspoznavanie.md,62,6312,1,101,META=1,,,ad57d674d8d6,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/usability/ut_003_pamir.md,62,3719,1,101,RETRO=1,,,6377124416c7,
personal-finance-dss,personal-finance-dss/docs/research/context_management_three_levels.md,125,9698,1,101,RULE=1,,,69960cd713a8,
personal-finance-dss,personal-finance-dss/docs/research/claude_models_and_token_economics.md,147,10315,1,101,RULE=1,,,584c72d496c8,
personal-finance-dss,personal-finance-dss/docs/diagrams/raspoznavanie.md,142,14055,1,101,RULE=1,,,9d2ecd0fc7c5,
personal-finance-dss,personal-finance-dss/docs/claude_token_lab/README.md,21,1760,1,101,STRUCT=1,,,20e61ff6410e,
personal-finance-dss,personal-finance-dss/docs/legal/consent-marketing.md,18,2179,1,101,RULE=1,,,58c19ea32ca4,
personal-finance-dss,personal-finance-dss/docs/reports/bug_report_template.md,95,4079,1,101,REGISTRY=1,,,f30f023a70db,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/visual_flakiness_investigation.md,96,9762,1,101,REGISTRY=1,,,bec4f64a1f84,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/sandbox_full_suite_investigation.md,82,6897,1,101,REGISTRY=1,,,7ccd955d40b5,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_003_containerization.md,68,4317,1,101,REGISTRY=1,,,f5e78c88fef3,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_008_grid_step.md,85,7387,1,101,REGISTRY=1,,,3a39d89e26a0,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_012_mirror_versioning.md,80,6137,1,101,REGISTRY=1,,,db14c7246424,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_007_monthly_window_and_real_history.md,113,10509,1,101,REGISTRY=1,,,5e150eb3bc8d,
personal-finance-dss,personal-finance-dss/docs/reports/security/security_audit_template.md,28,1208,1,101,RULE=1,,,c8f7c4b02cb3,
personal-finance-dss,personal-finance-dss/docs/reports/merges/merge_report_v5_18_2.md,103,9422,1,101,STRUCT=1,,,4a3075713f01,
personal-finance-dss,personal-finance-dss/docs/reports/decisions/README.md,44,3443,1,101,RULE=1,,,89945b94be37,
personal-finance-dss,personal-finance-dss/docs/reports/testing/cross_platform_check.md,79,5830,1,101,REGISTRY=1,,,de84ee623f39,
personal-finance-dss,personal-finance-dss/docs/reports/testing/explainability_review_material.md,605,71592,1,101,RULE=1,,,7c18e8f50587,
personal-finance-dss,personal-finance-dss/docs/reports/testing/statement_parser_real_data_audit.md,220,23238,1,101,RULE=1,,,55e099113320,
personal-finance-dss,personal-finance-dss/docs/reports/testing/round3_model_half.md,86,7084,1,101,RULE=1,,,fddb9d1a8c9a,
personal-finance-dss,personal-finance-dss/docs/reports/testing/pg_matrix_last_run.md,44,3097,1,101,REGISTRY=1,,,c807850342ef,
personal-finance-dss,personal-finance-dss/docs/reports/testing/explainability_review_material_blind.md,605,70262,1,101,RULE=1,,,c19869c0154f,
personal-finance-dss,personal-finance-dss/docs/reports/ux/explainability_questions.md,35,2261,1,101,STRUCT=1,,,04d2d4d30c70,
personal-finance-dss,personal-finance-dss/docs/reports/environment/crlf_in_parser_fixtures.md,183,10290,1,101,REGISTRY=1,,,e090297ca202,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/mathmodel_falsealarm_incident.md,117,9080,1,101,REGISTRY=1,,,67688cc64a81,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/cbr_incident_report.md,120,8921,1,101,POSTMOR=1,,,bca7824d24b0,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/GLOSSARY.md,104,7902,1,101,RULE=1,,,0a02026ddf10,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/prompts/covering_message_v5.md,69,5685,1,101,RULE=1,,,bae5be52262b,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/comparison.md,59,4388,1,101,RULE=1,,,9abe0151fc84,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/3/expert_feedback_aggregate.md,80,8667,1,101,RULE=1,,,93e2f6149bd7,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/S/assumptions_log_v5.md,154,15002,1,101,RULE=1,,,9ca9f6013fc1,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/S/self_validation_v5.md,115,8318,1,101,RULE=1,,,12bd0df0995b,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/M/assumptions_log_v5.md,34,8207,1,101,RULE=1,,,9b7eb916ed54,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/M/disagreement_forecast_v5.md,95,9489,1,101,RULE=1,,,14c906c8f9c6,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/M/dataset_review_v5.md,140,11453,1,101,RULE=1,,,bfe3d8c2d8b5,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/M/run_metadata_v5.md,73,6324,1,101,RULE=1,,,3f4a08ae5a3d,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/J/assumptions_log_v5.md,40,9255,1,101,RULE=1,,,0bb4408a70ac,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/J/disagreement_forecast_v5.md,75,7686,1,101,RULE=1,,,fa9339fb1848,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/J/self_validation_v5.md,52,3878,1,101,RULE=1,,,b4dfcea6beec,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/5/V/sensitivity_v5.md,132,10914,1,101,RULE=1,,,4acd9f38da8e,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/2/S/dataset_stats.py,297,14491,1,101,RULE=1,,,d6ff401ef962,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/2/S/aggregate_report.md,69,5777,1,101,RULE=1,,,3a24d22ed2a1,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/2/J/dataset_review.md,177,15736,1,101,RULE=1,,,726eec3154f3,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/2/V/aggregate_report.md,83,7567,1,101,RULE=1,,,32f3992080fa,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/3/M/expert_methodology_v3.md,113,8717,1,101,RULE=1,,,2e1fe834a3f5,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/3/V/run_metadata.md,31,3336,1,101,RULE=1,,,7faaceecca62,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/S/expert_methodology_v4.md,181,14876,1,101,RULE=1,,,72e2df998e6f,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/S/assumptions_log_v4.md,84,7227,1,101,RULE=1,,,7062db7ae6df,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/S/dataset_acceptance_v4.md,91,7057,1,101,RULE=1,,,8b7bf10c2001,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/S/dataset_review_v4.md,222,17374,1,101,META=1,,,4c3bcefa3585,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/S/self_validation_v4.md,67,4437,1,101,RULE=1,,,7a6758a00331,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/M/assumptions_log_v4.md,83,8699,1,101,RULE=1,,,7ef2a783d2c9,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/J/dataset_acceptance_v4.md,37,4452,1,101,RULE=1,,,d81a9f2334ee,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/J/run_metadata_v4.md,39,3814,1,101,RULE=1,,,1a4b1cb2365a,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/V/assumptions_log_v4.md,32,5922,1,101,RULE=1,,,942be9725483,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/V/sensitivity_v4.md,29,5571,1,101,RULE=1,,,21975d2b25a7,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/V/dataset_acceptance_v4.md,36,4839,1,101,RULE=1,,,356d8a8db28f,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/V/run_metadata_v4.md,14,3323,1,101,RULE=1,,,266750edd2da,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/1/S/audit_sample_40.md,4009,166318,1,101,RULE=1,,,65625e52e6d8,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/1/S/build_outputs.py,274,12159,1,101,RULE=1,,,15825ca36802,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/1/M/expert_engine.py,705,31557,1,101,RULE=1,,,cd70deb0aa46,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/1/S/full/build_protocol_outputs.py,318,16941,1,101,RULE=1,,,506fd8b95035,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/1/S/full/aggregate_report.md,62,6341,1,101,RULE=1,,,6b9b76105af3,
personal-finance-dss,personal-finance-dss/docs/research/raw/08_decimal_core_float_map_2026-08-13.md,67,15268,1,101,RULE=1,,,b9bbb2a7131e,
personal-finance-dss,personal-finance-dss/docs/research/raw/10_decimal_prior_decisions_2026-08-13.md,61,8044,1,101,RULE=1,,,453c62383c6a,
personal-finance-dss,personal-finance-dss/.claude/agents/design-critic.md,37,3334,1,101,RULE=1,,,c49cd64073e3,
personal-finance-dss,personal-finance-dss/.claude/hooks/session-context.sh,13,867,1,101,RULE=1,,,7d733cb83c91,
personal-finance-dss,personal-finance-dss/.claude/hooks/block-destructive.sh,21,928,1,101,RULE=1,,,eeb5f989f951,
personal-finance-dss,personal-finance-dss/.claude/hooks/block-secrets.sh,21,973,1,101,RULE=1,,,2b9aa071b60c,
personal-finance-dss,personal-finance-dss/.claude/skills/README.md,32,2452,1,101,RULE=1,,,d57569c43619,
personal-finance-dss,personal-finance-dss/.claude/skills/finpilot-fastapi-endpoint/SKILL.md,40,2892,1,101,META=1,,,9264f24fac23,
personal-finance-dss,personal-finance-dss/.claude/skills/finpilot-152fz-guard/SKILL.md,42,3319,1,101,RULE=1,,,75887a179e79,
personal-finance-dss,personal-finance-dss/.claude/skills/finpilot-money-format/SKILL.md,44,3147,1,101,RULE=1,,,f5ac0e12d04c,
personal-finance-dss,personal-finance-dss/tests/e2e/test_auth_e2e.py,110,4625,1,101,RULE=1,,,d7c1a2bda838,
personal-finance-dss,personal-finance-dss/tests/e2e/test_dashboard_e2e.py,63,2560,1,101,RULE=1,,,6d0a9ade2c3c,
personal-finance-dss,personal-finance-dss/app/database/models.py,727,41818,1,101,REGISTRY=1,,,2bbe99ee5d5f,
personal-finance-dss,personal-finance-dss/app/database/types.py,46,1852,1,101,RULE=1,,,11be64f1e4ed,
personal-finance-dss,personal-finance-dss/app/core/metrics.py,130,6377,1,101,RULE=1,,,85470a6e8d93,
personal-finance-dss,personal-finance-dss/app/core/avalanche.py,87,3826,1,101,REGISTRY=1,,,aa045747fca6,
personal-finance-dss,personal-finance-dss/app/schemas/user_prefs.py,33,1061,1,101,REGISTRY=1,,,6ec0c179449e,
personal-finance-dss,personal-finance-dss/app/api/routes_banks.py,218,10167,1,101,RULE=1,,,baf7f1a03570,
personal-finance-dss,personal-finance-dss/app/api/routes_referral.py,72,2950,1,101,RULE=1,,,af414a1e65d9,
personal-finance-dss,personal-finance-dss/app/services/email_dispatch.py,63,3084,1,101,RULE=1,,,982e5fa74940,
personal-finance-dss,personal-finance-dss/app/services/security.py,205,9468,1,101,RULE=1,,,dfc8701ed08a,
personal-finance-dss,personal-finance-dss/app/services/email_service.py,229,13117,1,101,RULE=1,,,57e73c7244ab,
personal-finance-dss,personal-finance-dss/app/services/event_logger.py,129,4584,1,101,RULE=1,,,0d7c06ba795b,
personal-finance-dss,personal-finance-dss/app/ingestion/providers/plaid.py,196,8330,1,101,RULE=1,,,12bc2cc8b06a,
personal-finance-dss,personal-finance-dss/tools/portrait_testing/generator.py,402,20315,1,101,REGISTRY=1,,,e33277c24387,
personal-finance-dss,personal-finance-dss/tools/portrait_testing/invariants.py,281,14621,1,101,REGISTRY=1,,,de5d1fc291b1,
personal-finance-dss,personal-finance-dss/tools/model_validation/grid_step_benchmark.py,149,6827,1,101,REGISTRY=1,,,4d052cc190e7,
personal-finance-dss,personal-finance-dss/tools/model_validation/floor_counterfactual.py,164,7205,1,101,REGISTRY=1,,,84a95ec7e0da,
personal-finance-dss,personal-finance-dss/tools/model_validation/expert_agreement.py,317,15254,1,101,RULE=1,,,ef7aaf874054,
personal-finance-dss,personal-finance-dss/tools/model_validation/forecast_linearity_probe.py,120,6927,1,101,RULE=1,,,7d6189b1a793,
personal-finance-dss,personal-finance-dss/tools/model_validation/portrait_validation.py,90,4484,1,101,RULE=1,,,b2a94b9e9e83,
personal-finance-dss,personal-finance-dss/tools/model_validation/build_joined_v4.py,340,15424,1,101,RULE=1,,,2a16b0198673,
personal-finance-dss,personal-finance-dss/tools/model_validation/cross_platform_check.py,115,5505,1,101,RULE=1,,,a05fe56cd62b,
personal-finance-dss,personal-finance-dss/tools/model_validation/expert_profiles_cross.py,178,7665,1,101,META=1,,,da1fbbff3289,
personal-finance-dss,personal-finance-dss/tools/publish/public_release_notes.md,31,2132,1,101,RULE=1,,,8ec371bf7aad,
personal-finance-dss,personal-finance-dss/tools/survey_analysis/analyzers_product.py,303,14930,1,101,RULE=1,,,280aeab80ad2,
personal-finance-dss,personal-finance-dss/tools/survey_analysis/analyzers_quant.py,487,21169,1,101,RULE=1,,,1d02cc139107,
personal-finance-dss,personal-finance-dss/tools/survey_analysis/report.py,603,42949,1,101,RULE=1,,,78f269a70420,
personal-finance-dss,personal-finance-dss/tools/timewarp/warp.py,23,993,1,101,REGISTRY=1,,,7647339540c3,
personal-finance-dss,personal-finance-dss/tools/statement_templates/synth.py,255,13314,1,101,RULE=1,,,692e6757250f,
personal-finance-dss,personal-finance-dss/tools/timing_lab/record.py,315,15234,1,101,REGISTRY=1,,,c88b3d1cb34c,
personal-finance-dss,personal-finance-dss/tools/claude_skills/model-advisor/SKILL.md,77,10376,1,101,RULE=1,,,0da4fd4aeec1,
biology,biology/06-history-and-philosophy/README.md,58,5774,1,101,RULE=1,,,41ba161c2964,
