repo,path,lines,bytes,families,score,fam_detail,in_base,near_base,sha,reviewed
misc-vault,misc-vault/01-documents/notes/Итерация №6.md,220,30757,2,203,RULE=2;STRUCT=1,,,5b0b159a4fb2,
misc-vault,misc-vault/01-documents/raznoe/Разное/Дневник рефлексий Notion/md_files/2021-01-5.md,45,26211,2,203,META=1;RULE=2,,,b1a1b3c4ccb9,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/11-gotchas-claude-git.md,67,9890,2,203,META=1;RULE=2,,,ad3494a53fc6,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/02_ИНСТРУКЦИИ_обновлённые/Context.md,31,2831,2,203,REGISTRY=1;RULE=2,yes,,23aa2265a97e,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/11-gotchas-claude-git.md,67,9890,2,203,META=1;RULE=2,,,ad3494a53fc6,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/01-repo-standard.md,94,6301,2,203,META=1;RULE=2,,,3d6e17556086,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/08-automation-triggers.md,42,3643,2,203,META=1;RULE=2,,,7d07f427af3f,
csgo,csgo/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
vevdokimovm.github.io,vevdokimovm.github.io/reports/revision-2026-08-26.md,31,1579,2,203,REGISTRY=1;RULE=2,,,1f2ec71d1282,
chess,chess/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
rhetoric,rhetoric/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
linguistics,linguistics/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
history,history/01-method/istochnikovedenie-i-kritika-istochnika.md,60,5837,2,203,RULE=2;STRUCT=1,,,3ead8f68f3b4,
history,history/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
war,war/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
philosophy,philosophy/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
legal-knowledge-base,legal-knowledge-base/01-libraries/dso/02-ton-i-ubezhdeniya-metod-eleny-popovoy.md,162,30305,2,203,META=1;RULE=2,,,ab7ce55ce86c,
legal-knowledge-base,legal-knowledge-base/01-libraries/eff-ssd/02-paroli-menedzhery-i-2fa.md,168,23689,2,203,RULE=2;STRUCT=1,,,c27fb00b73be,
academic-portfolio,academic-portfolio/08-masters/vkr/ТЗ_записка_маги_FINPILOT.md,270,25434,2,203,META=1;RULE=2,,,33ffe4145a42,
academic-portfolio,academic-portfolio/01-bachelor-thesis/zametki/Саммари смотров ВКР бакалавры №2.docx.md,156,12246,2,203,META=1;RULE=2,,,37313053356d,
security-forces,security-forces/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
politics,politics/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
visual-style,visual-style/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
portrait-of-taste,portrait-of-taste/docs/ANTI_PATTERNS.md,239,25875,2,203,META=1;RULE=2,,,5975ada1df3b,
portrait-of-taste,portrait-of-taste/scripts/revision_check.py,225,9009,2,203,REGISTRY=2;RULE=1,,,18af81107c9c,
portrait-of-taste,portrait-of-taste/prompts/PROMPT_batch2.md,45,1573,2,203,RETRO=2;RULE=1,,,30dd89547631,
portrait-of-taste,portrait-of-taste/02-methodology-library/market_entry_domestic_vs_international.md,180,14209,2,203,RULE=2;STRUCT=1,yes,,19e5b5559f41,
portrait-of-taste,portrait-of-taste/profiles/I.md,242,22268,2,203,META=1;RULE=2,,,f9a40cec0932,
portrait-of-taste,portrait-of-taste/standards/ASSET_STORAGE_PROTOCOL.md,40,1791,2,203,RULE=2;STRUCT=1,,,d45af2be60e7,
portrait-of-taste,portrait-of-taste/reports/adr/adr_001_methodology_library.md,48,4283,2,203,REGISTRY=1;RULE=2,yes,,a7e51ae46f14,
portrait-of-taste,portrait-of-taste/reports/audits/2026-07-25-full-revision-protocol.md,155,9691,2,203,RETRO=2;RULE=1,,,bde8c9621d0b,
portrait-of-taste,portrait-of-taste/reports/requirements/requirements_sop_universal.md,252,18430,2,203,RULE=2;STRUCT=1,yes,,3c8220de8c39,
portrait-of-taste,portrait-of-taste/reports/testing/usability_test_report_template.md,89,5426,2,203,RETRO=1;RULE=2,yes,,6141ea7b74a7,
portrait-of-taste,portrait-of-taste/reports/situations/2026-07-31-false-confident-assertions-H-J.md,179,13476,2,203,POSTMOR=1;RULE=2,,,605b4439d048,
portrait-of-taste,portrait-of-taste/reports/experiments/pdf-delivery-channels/README.md,158,18593,2,203,META=1;RULE=2,yes,,76640b4c87ce,
portrait-of-taste,portrait-of-taste/templates/_archive/README.md,21,2347,2,203,META=1;REGISTRY=2,yes,,4aa9dff84d6e,
portrait-of-taste,portrait-of-taste/templates/_archive/commit_to_main.sh,127,6327,2,203,REGISTRY=2;RULE=1,yes,,99798d0beef5,
portrait-of-taste,portrait-of-taste/.claude/hooks/protect-base-mirror.sh,44,2622,2,203,REGISTRY=2;RULE=1,yes,,849f2734f1ca,
portrait-of-taste,portrait-of-taste/01-claude-context/02-instructions/Context.md,31,2831,2,203,REGISTRY=1;RULE=2,yes,,23aa2265a97e,
speed-reading,speed-reading/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
style,style/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
sport,sport/01-strength/02-hypertrophy-basics.md,42,3869,2,203,META=1;RULE=2,,,e847816c8096,
sport,sport/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
acting,acting/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
control-panel,control-panel/reports/revision-2026-08-26.md,31,1701,2,203,REGISTRY=1;RULE=2,,,af2a8f817f05,
algorithms,algorithms/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
business,business/.claude/hooks/protect-base-mirror.sh,44,2622,2,203,REGISTRY=2;RULE=1,yes,,849f2734f1ca,
chemistry,chemistry/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
art,art/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
master-admission,master-admission/portfolio/vkr/ТЗ_записка_маги_FINPILOT.md,270,25434,2,203,META=1;RULE=2,,,33ffe4145a42,
edu-base,edu-base/04-linguistics/russkiy-yazyk-grammatika-metodichka.md,339,29400,2,203,RULE=1;STRUCT=2,,,199e0017fc53,
self-map,self-map/06-communication/telegram-m.md,3021,170404,2,203,META=1;RULE=2,,,5b3af3b20a1a,
self-map,self-map/06-diaries/notion-reflections/entries/2021-01-5.md,45,26211,2,203,META=1;RULE=2,,,b1a1b3c4ccb9,
self-map,self-map/10-life-history/09-history/00-glavnye-pravila.md,81,6348,2,203,META=1;RULE=2,,,05cee3260a8a,
sales,sales/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
nationality,nationality/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
exam-kit,exam-kit/examples/2026-07-21-itkn/README.md,54,3640,2,203,RETRO=1;RULE=2,,,cb73a61e5b81,
exam-kit,exam-kit/examples/2026-07-22-itkn-bilet03/recognition_report.md,105,10647,2,203,REGISTRY=1;RULE=2,,,35fe04836a8f,
exam-kit,exam-kit/examples/2026-07-22-itkn-bilet02/raspoznavanie.md,158,9918,2,203,REGISTRY=1;RULE=2,,,362359cc8cb8,
exam-kit,exam-kit/examples/2026-07-22-econ-bilet05/README.md,53,5153,2,203,REGISTRY=2;RULE=1,,,f006aed233b2,
career,career/reports/revision-2026-08-26.md,32,2062,2,203,REGISTRY=1;RULE=2,,,c243c5a04dee,
christ-walk,christ-walk/10-personal-and-reflection/theology_guide.docx.md,406,48589,2,203,META=1;RULE=2,,,674e66f48d59,
spycraft,spycraft/reports/revision-2026-08-26.md,33,2151,2,203,REGISTRY=1;RULE=2,,,0f0b396b1fbc,
christ-walk,christ-walk/WATCHLOG.md,30,1664,2,202,META=1;RULE=1,,,6ade562cf691,
it-base,it-base/WATCHLOG.md,41,2756,2,202,META=1;RULE=1,,,390695bd83ed,
exam-kit,exam-kit/README.md,51,3919,2,202,REGISTRY=1;RULE=1,,,f82cad072e9f,
self-map,self-map/publish.sh,317,14638,2,202,REGISTRY=1;RULE=1,,,6601cb038a4d,
self-map,self-map/README.md,73,6030,2,202,REGISTRY=1;RULE=1,,,26e1d7de0c50,
self-map,self-map/MANIFEST.md,127,8460,2,202,REGISTRY=1;RULE=1,,,6fa59332353e,
edu-base,edu-base/WATCHLOG.md,28,1337,2,202,META=1;RULE=1,,,ab015196559f,
algorithms-site,algorithms-site/WATCHLOG.md,32,1771,2,202,META=1;RULE=1,,,816f0f39443c,
family,family/WATCHLOG.md,38,2281,2,202,META=1;RULE=1,,,46669387bbe2,
vk-graph,vk-graph/WATCHLOG.md,26,1267,2,202,META=1;RULE=1,,,41cf625ca36b,
portrait-of-taste,portrait-of-taste/_READ_FIRST.md,99,6660,2,202,META=1;RULE=1,,,2a75b574bcc0,
portrait-of-taste,portrait-of-taste/ROADMAP_HISTORY.md,36,2860,2,202,POSTMOR=1;RULE=1,,,231bec9c7eab,
portrait-of-taste,portrait-of-taste/CLAUDE.md,99,6660,2,202,META=1;RULE=1,,,2a75b574bcc0,
claude-usage,claude-usage/WATCHLOG.md,34,1751,2,202,META=1;RULE=1,,,b58117add2d6,
academic-portfolio,academic-portfolio/WATCHLOG.md,44,3097,2,202,META=1;RULE=1,,,f27dc53b3475,
legal-knowledge-base,legal-knowledge-base/publish.sh,300,13628,2,202,REGISTRY=1;RULE=1,,,0703f81ac40b,
legal-knowledge-base,legal-knowledge-base/MANIFEST.md,122,8778,2,202,REGISTRY=1;RULE=1,,,96c59af8ca9e,
history,history/MANIFEST.md,69,4085,2,202,RETRO=1;RULE=1,,,adaea379fa23,
health-vault,health-vault/WATCHLOG.md,52,4185,2,202,META=1;RULE=1,,,a444fc797e09,
health-vault,health-vault/MANIFEST.md,126,9988,2,202,REGISTRY=1;RULE=1,,,883839c43c27,
misc-vault,misc-vault/WATCHLOG.md,32,1782,2,202,META=1;RULE=1,,,eccac516166c,
mission-control,mission-control/BOARD.md,275,19245,2,202,RULE=1;STRUCT=1,,,92ae72117e77,yes
character-a-analysis,character-a-analysis/ROADMAP_HISTORY.md,38,2975,2,202,META=1;RULE=1,,,24232e626005,
character-a-analysis,character-a-analysis/MANIFEST.md,75,6665,2,202,REGISTRY=1;RULE=1,,,b5a7b1cd8506,
salvation,salvation/WATCHLOG.md,39,2347,2,202,REGISTRY=1;RULE=1,,,d3185120056d,
game-analytics-engine,game-analytics-engine/WATCHLOG.md,37,2238,2,202,META=1;RULE=1,,,43ddccb7432d,
personal-finance-dss,personal-finance-dss/TASKS.md,78,5636,2,202,RETRO=1;RULE=1,,,34077b81a505,
dota-dossier,dota-dossier/WATCHLOG.md,51,3614,2,202,META=1;RULE=1,,,4ddcf5f1b57c,
dota-dossier,dota-dossier/reports/ti2026-fantasy-emblems-optimization.md,151,25324,2,202,RULE=1;STRUCT=1,,,e19a4ecf1737,
dota-dossier,dota-dossier/coaching/volume-1-foundations/06-tier-lists-and-meta-history.md,168,14076,2,202,RULE=1;STRUCT=1,,,f78ed1dddba4,
dota-dossier,dota-dossier/coaching/volume-2-practice/07-my-tier-list.md,247,16965,2,202,RULE=1;STRUCT=1,,,5b3a1a9d0566,
personal-finance-dss,personal-finance-dss/tests/test_legal_single_source.py,121,6495,2,202,META=1;RULE=1,,,8d09d04a567b,
personal-finance-dss,personal-finance-dss/docs/universal_statement_parser_strategy.md,236,21105,2,202,META=1;RULE=1,,,bcc0968230c8,
personal-finance-dss,personal-finance-dss/docs/timing_reference.md,114,8650,2,202,REGISTRY=1;RULE=1,,,2d49a26df0d5,
personal-finance-dss,personal-finance-dss/.github/workflows/ci.yml,233,10100,2,202,META=1;REGISTRY=1,,,79251ea356c1,
personal-finance-dss,personal-finance-dss/knowledge/roles/lawyer-finpilot/00_ROLE.md,49,7884,2,202,META=1;RULE=1,,,47c037d93fbe,
personal-finance-dss,personal-finance-dss/knowledge/survey_auditory/usability/ut_001_r02_accountant.md,105,13359,2,202,RETRO=1;RULE=1,,,1ab68d8527a6,
personal-finance-dss,personal-finance-dss/docs/research/README.md,26,2289,2,202,REGISTRY=1;STRUCT=1,,,6aacff32200b,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/cjk_token_slip_investigation.md,91,7939,2,202,REGISTRY=1;RULE=1,,reports/investigations/cjk_token_slip_investigation.md,4ae7301f6a85,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/mathmodel_scope_echo_investigation.md,81,8376,2,202,REGISTRY=1;RULE=1,,,6f946879f368,
personal-finance-dss,personal-finance-dss/docs/reports/investigations/browsers_sandbox_investigation.md,116,12109,2,202,REGISTRY=1;STRUCT=1,,,e2c17da97cdb,
personal-finance-dss,personal-finance-dss/docs/reports/adr/adr_004_data_layer.md,81,6231,2,202,REGISTRY=1;RULE=1,,,31e36083fefc,
personal-finance-dss,personal-finance-dss/docs/reports/security/finpilot_security_audit.md,41,4357,2,202,REGISTRY=1;RULE=1,,,e2ae4ba037af,
personal-finance-dss,personal-finance-dss/docs/reports/requirements/srs_finpilot.md,43,3824,2,202,REGISTRY=1;RULE=1,,,da76298381cb,
personal-finance-dss,personal-finance-dss/docs/reports/decisions/2026-08-02_xz_recompression.md,108,9216,2,202,RULE=1;STRUCT=1,,,ade94ba470df,
personal-finance-dss,personal-finance-dss/docs/reports/testing/expert_certification_round3.md,129,11477,2,202,REGISTRY=1;RULE=1,,,03d1521c1f29,
personal-finance-dss,personal-finance-dss/docs/reports/testing/test_strategy_report.md,33,2378,2,202,META=1;RULE=1,,,6c56926894dd,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/bug_026_clock_unification.md,58,5893,2,202,REGISTRY=1;RULE=1,,,fb124d4370f2,
personal-finance-dss,personal-finance-dss/docs/reports/incidents/dependencies_cve_postmortem.md,130,12797,2,202,POSTMOR=1;RETRO=1,,,432faeafec77,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/M/dataset_review_v4.md,216,17484,2,202,META=1;RULE=1,,,0e0e20588e19,
personal-finance-dss,personal-finance-dss/docs/model/expert_certification/iterations/4/J/dataset_review_v4.md,191,15441,2,202,META=1;RULE=1,,,1c3bbaf8b4f1,
personal-finance-dss,personal-finance-dss/docs/research/raw/README.md,37,4903,2,202,REGISTRY=1;STRUCT=1,,,eb50e341330e,
personal-finance-dss,personal-finance-dss/.claude/hooks/checkpoint-gate.sh,77,5421,2,202,REGISTRY=1;RULE=1,,,5806b8140808,
personal-finance-dss,personal-finance-dss/.claude/skills/finpilot-alembic-migration/SKILL.md,38,2555,2,202,META=1;RULE=1,,,6bb43971b01a,
biology,biology/00-infrastructure/README.md,20,1583,2,202,REGISTRY=1;RULE=1,,,f16870c93f95,
salvation,salvation/00-infrastructure/README.md,20,1587,2,202,REGISTRY=1;RULE=1,,,10751986c79d,
character-a-analysis,character-a-analysis/context-lab/11-view-final-verdict.md,156,12896,2,202,REGISTRY=1;RULE=1,,,2980c6e45c37,
character-a-analysis,character-a-analysis/context-lab/README.md,99,9752,2,202,REGISTRY=1;RULE=1,,,d12992fc12b6,
character-a-analysis,character-a-analysis/context-lab/05-experiment-toolkit.md,88,8585,2,202,REGISTRY=1;STRUCT=1,,,b50217cfd740,
character-a-analysis,character-a-analysis/context-lab/01-methodology.md,131,10891,2,202,REGISTRY=1;STRUCT=1,,,d5415ad3d64e,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/15-uchyoba-i-intellekt.md,242,21772,2,202,RETRO=1;RULE=1,,,95a66d6becf2,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/00-README.md,131,12058,2,202,RULE=1;STRUCT=1,,,0ea6bf2b36f0,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/05-period-2-2019-2022-mifi.md,263,28778,2,202,RULE=1;STRUCT=1,,,12552da2e5f0,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/09-lyudi-dose.md,348,35089,2,202,RULE=1;STRUCT=1,,,624f94eb3f21,
character-a-analysis,character-a-analysis/10-life-history/03-reports/2026-08-19-token-and-session-estimate.md,49,5100,2,202,META=1;REGISTRY=1,,,5c5e15204ae5,
character-a-analysis,character-a-analysis/10-life-history/01-registry/source-map.md,60,6237,2,202,RULE=1;STRUCT=1,,,88fe1f624fea,
character-a-analysis,character-a-analysis/10-life-history/01-registry/cross-repo-sources-2026-09-03.md,183,13219,2,202,REGISTRY=1;RULE=1,,,9f85e82eff81,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/_arhiv-prezhnih-analizov/2026-08-31-final-report-v1/04-crisis-2023-2024-detailed.md,137,15111,2,202,META=1;RULE=1,,,e25ed4bc1138,
character-a-analysis,character-a-analysis/context-lab/06-history/experiment-primary-source.md,150,17508,2,202,META=1;RULE=1,,00-infrastructure/55-pdf-channels-experiment.md,559690a7e192,
character-a-analysis,character-a-analysis/context-lab/06-history/35-pdf-channels-experiment.md,150,17508,2,202,META=1;RULE=1,,00-infrastructure/55-pdf-channels-experiment.md,559690a7e192,
character-a-analysis,character-a-analysis/context-lab/06-history/harvest/notes-04-tech-report.md,83,13374,2,202,META=1;RULE=1,,,17beafe8a536,
nutrition,nutrition/04-recipes/README.md,20,1640,2,202,RETRO=1;RULE=1,,,1631a121d93d,
mission-control,mission-control/00-infrastructure/22-file-map.md,297,23495,2,202,RULE=1;STRUCT=1,,,f4cba16b7d07,
mission-control,mission-control/00-infrastructure/17-gh-automation.md,145,9489,2,202,RULE=1;STRUCT=1,,,dc9a1a888c30,
mission-control,mission-control/00-infrastructure/13-watch-discipline.md,125,8699,2,202,RULE=1;STRUCT=1,,,b04ff988af93,
finpilot,finpilot/tests/test_preflight.py,154,6755,2,202,REGISTRY=1;RULE=1,,,ec488d637cd3,
physics,physics/00-infrastructure/README.md,20,1583,2,202,REGISTRY=1;RULE=1,,,aeaedeb9c314,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Путь_с_Иисусом_Христом.md,103,14823,2,202,RULE=1;STRUCT=1,yes,,93d6ad88999d,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Все инструкции/Путь_с_Иисусом_Христом.md,103,14823,2,202,RULE=1;STRUCT=1,yes,,93d6ad88999d,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/01_БЛОКИ/Путь_с_Иисусом_Христом.md,103,14823,2,202,RULE=1;STRUCT=1,yes,,93d6ad88999d,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/03_ПРОЕКТНЫЕ_ДОКИ_docs/learning-log.md,37,2674,2,202,REGISTRY=1;RULE=1,yes,,bab7d46083c3,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/SLIMMING.md,387,18634,2,202,RULE=1;STRUCT=1,,,edc56d6b038d,
health-vault,health-vault/09-methodology/meditsina-i-telo-cheloveka-metodichka.md,424,52838,2,202,RULE=1;STRUCT=1,,,9d12541d9985,
history,history/00-infrastructure/README.md,20,1583,2,202,REGISTRY=1;RULE=1,,,2eef505985e1,
history,history/05-myths-and-revisions/kak-proveryat-rasprostranyonnoe-utverzhdenie.md,62,6939,2,202,RETRO=1;RULE=1,,,11cf59efd497,
philosophy,philosophy/03-ethics/01-consequentialism-utilitarianism.md,79,7351,2,202,RULE=1;STRUCT=1,,,07f463d73472,
legal-knowledge-base,legal-knowledge-base/05-tools/README.md,89,7496,2,202,RULE=1;STRUCT=1,,,3a4b97f35041,
legal-knowledge-base,legal-knowledge-base/05-tools/proverka-glubiny/svodka-zhivyh-kanalov.md,77,18635,2,202,RULE=1;STRUCT=1,,,135b7bf4f241,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/КПП/05 — Задержали близкого — первые часы для родственников.md,50,5921,2,202,RULE=1;STRUCT=1,,,3e0c59e35dbc,
legal-knowledge-base,legal-knowledge-base/01-libraries/kpp/05-zaderzhali-blizkogo-pervye-chasy-dlya-rodstvennikov.md,62,9135,2,202,RULE=1;STRUCT=1,,,42a507889945,
legal-knowledge-base,legal-knowledge-base/01-libraries/access-now/01-accessnow-kak-obratitsya-v-helpline.md,93,11395,2,202,RULE=1;STRUCT=1,,,1ef850f60dcf,
legal-knowledge-base,legal-knowledge-base/01-libraries/dfak/02-akkaunt-poterya-dostupa-i-vzlom.md,30,4337,2,202,META=1;RULE=1,,,6cd2e18e250c,
academic-portfolio,academic-portfolio/05-semesters/semester-07-fall-2025/software-design-development-part-2/practice-01/practice-01.md,48,3909,2,202,REGISTRY=1;RULE=1,,,8c4ed5a4c3d0,
portrait-of-taste,portrait-of-taste/profiles/H_Мария.md,215,19972,2,202,RETRO=1;RULE=1,,,04d7ba496af0,
portrait-of-taste,portrait-of-taste/characters/T_Мария.md,129,11807,2,202,META=1;RULE=1,,,6406ee72a343,
portrait-of-taste,portrait-of-taste/standards/SCRIPT_USAGE_ON_PROFILES_PROTOCOL.md,76,3526,2,202,RULE=1;STRUCT=1,,,ef472c4eabc7,
portrait-of-taste,portrait-of-taste/reports/merges/README.md,20,1482,2,202,REGISTRY=1;RULE=1,,,83302fca730a,
portrait-of-taste,portrait-of-taste/templates/_archive/publish.sh,548,28718,2,202,REGISTRY=1;RULE=1,yes,,39bddb7cf807,
portrait-of-taste,portrait-of-taste/01-claude-context/03-project-docs/learning-log.md,37,2674,2,202,REGISTRY=1;RULE=1,yes,,bab7d46083c3,
portrait-of-taste,portrait-of-taste/01-claude-context/01-blocks/walk-with-jesus-christ.md,103,14793,2,202,RULE=1;STRUCT=1,yes,,b7cc5a1342e7,
speed-reading,speed-reading/00-infrastructure/README.md,20,1595,2,202,REGISTRY=1;RULE=1,,,6245921c8b77,
