date,value,unit,region,breakdown
2021-03-31,49580.1,rub_per_sqm,Новгородская область,secondary|улучшенного качества
2021-03-31,68771.8,rub_per_sqm,Новосибирская область,primary|все типы квартир
2021-03-31,66902.1,rub_per_sqm,Новосибирская область,primary|квартиры среднего качества (типовые)
2021-03-31,74134.8,rub_per_sqm,Новосибирская область,primary|улучшенного качества
2021-03-31,132331,rub_per_sqm,Новосибирская область,primary|элитные квартиры
2021-03-31,63850.2,rub_per_sqm,Новосибирская область,secondary|все типы квартир
2021-03-31,63248.4,rub_per_sqm,Новосибирская область,secondary|квартиры среднего качества (типовые)
2021-03-31,51240.7,rub_per_sqm,Новосибирская область,secondary|низкого качества
2021-03-31,77836.3,rub_per_sqm,Новосибирская область,secondary|улучшенного качества
2021-03-31,112602,rub_per_sqm,Новосибирская область,secondary|элитные квартиры
2021-03-31,56191.2,rub_per_sqm,Омская область,primary|все типы квартир
2021-03-31,50140.2,rub_per_sqm,Омская область,primary|квартиры среднего качества (типовые)
2021-03-31,60046.7,rub_per_sqm,Омская область,primary|улучшенного качества
2021-03-31,63717,rub_per_sqm,Омская область,primary|элитные квартиры
2021-03-31,52846.8,rub_per_sqm,Омская область,secondary|все типы квартир
2021-03-31,49880.9,rub_per_sqm,Омская область,secondary|квартиры среднего качества (типовые)
2021-03-31,43425.2,rub_per_sqm,Омская область,secondary|низкого качества
2021-03-31,59170.9,rub_per_sqm,Омская область,secondary|улучшенного качества
2021-03-31,73031.2,rub_per_sqm,Омская область,secondary|элитные квартиры
2021-03-31,42215.1,rub_per_sqm,Оренбургская область,primary|все типы квартир
2021-03-31,42403,rub_per_sqm,Оренбургская область,primary|квартиры среднего качества (типовые)
2021-03-31,40896,rub_per_sqm,Оренбургская область,primary|улучшенного качества
2021-03-31,39391.8,rub_per_sqm,Оренбургская область,secondary|все типы квартир
2021-03-31,35845.3,rub_per_sqm,Оренбургская область,secondary|квартиры среднего качества (типовые)
2021-03-31,32595.8,rub_per_sqm,Оренбургская область,secondary|низкого качества
2021-03-31,41277.8,rub_per_sqm,Оренбургская область,secondary|улучшенного качества
2021-03-31,54936.2,rub_per_sqm,Оренбургская область,secondary|элитные квартиры
2021-03-31,52388,rub_per_sqm,Орловская область,primary|все типы квартир
2021-03-31,37711.7,rub_per_sqm,Орловская область,primary|квартиры среднего качества (типовые)
2021-03-31,52160.4,rub_per_sqm,Орловская область,primary|улучшенного качества
2021-03-31,64918.3,rub_per_sqm,Орловская область,primary|элитные квартиры
2021-03-31,44429.2,rub_per_sqm,Орловская область,secondary|все типы квартир
2021-03-31,41723.7,rub_per_sqm,Орловская область,secondary|квартиры среднего качества (типовые)
2021-03-31,36754.1,rub_per_sqm,Орловская область,secondary|низкого качества
2021-03-31,47872.2,rub_per_sqm,Орловская область,secondary|улучшенного качества
2021-03-31,56272.6,rub_per_sqm,Пензенская область,primary|все типы квартир
2021-03-31,48366.8,rub_per_sqm,Пензенская область,primary|квартиры среднего качества (типовые)
2021-03-31,59513.7,rub_per_sqm,Пензенская область,primary|улучшенного качества
2021-03-31,45664.9,rub_per_sqm,Пензенская область,secondary|все типы квартир
2021-03-31,44957.5,rub_per_sqm,Пензенская область,secondary|квартиры среднего качества (типовые)
2021-03-31,40310.8,rub_per_sqm,Пензенская область,secondary|низкого качества
2021-03-31,50494,rub_per_sqm,Пензенская область,secondary|улучшенного качества
2021-03-31,66600.9,rub_per_sqm,Пермский край,primary|все типы квартир
2021-03-31,67691.5,rub_per_sqm,Пермский край,primary|квартиры среднего качества (типовые)
2021-03-31,66247.3,rub_per_sqm,Пермский край,primary|улучшенного качества
2021-03-31,72495.3,rub_per_sqm,Пермский край,primary|элитные квартиры
2021-03-31,62114.4,rub_per_sqm,Пермский край,secondary|все типы квартир
2021-03-31,58562.2,rub_per_sqm,Пермский край,secondary|квартиры среднего качества (типовые)
2021-03-31,47116.9,rub_per_sqm,Пермский край,secondary|низкого качества
2021-03-31,56961.4,rub_per_sqm,Пермский край,secondary|улучшенного качества
2021-03-31,119571,rub_per_sqm,Пермский край,secondary|элитные квартиры
2021-03-31,63450.7,rub_per_sqm,Приволжский федеральный округ,primary|все типы квартир
2021-03-31,57785.3,rub_per_sqm,Приволжский федеральный округ,primary|квартиры среднего качества (типовые)
2021-03-31,67971.7,rub_per_sqm,Приволжский федеральный округ,primary|улучшенного качества
2021-03-31,76206.5,rub_per_sqm,Приволжский федеральный округ,primary|элитные квартиры
2021-03-31,57481.9,rub_per_sqm,Приволжский федеральный округ,secondary|все типы квартир
