"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Новосибирской области","10/26/54000-АП","05.05.2026","ООО МКК Корона","1909001476","1121902000879","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","9/26/54000-АП","05.05.2026","ООО ПКО ""РБР""","9705138572","1197746655468","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","4/26/54000-АП","17.06.2026","ПАО Сбербанк","7707083893","1027700132195","ч.2 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","3/26/54000-АП","17.06.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","2/26/54000-АП","13.03.2026","Коуров Тимофей Анатольевич","0","0","ч.3 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Новосибирской области","1/26/54000-АП","03.03.2026","ПАО ""Ростелеком""","7707049388","1027700198767","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","151/25/54000-АП","03.02.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.2 ст.14.57","230-ФЗ","112500.00","нет данных","нет данных"
"УФССП России по Новосибирской области","150/25/54000-АП","03.02.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","112500.00","нет данных","нет данных"
"УФССП России по Новосибирской области","149/25/54000-АП","13.01.2026","ПАО ""Ростелеком""","7707049388","1027700198767","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","148/25/54000-АП","13.01.2026","ООО МФК ""Джой Мани""","5407496776","1145476064711","ч.2 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","147/25/54000-АП","13.01.2026","ООО МФК ""Джой Мани""","5407496776","1145476064711","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","141/25/54000-АП","16.01.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.2 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","140/25/54000-АП","16.01.2026","ПАО Совкомбанк","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","139/25/54000-АП","13.01.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.2 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","138/25/54000-АП","13.01.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","133/25/54000-АП","13.01.2026","ООО МКК ""Академическая""","5407973316","1195476007605","ч.2 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","131/25/54000-АП","13.01.2026","ООО МКК ""Академическая""","5407973316","1195476007605","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","130/25/54000-АП","13.01.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.2 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","129/25/54000-АП","13.01.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","124/25/54000-АП","13.01.2026","АО КБ ""Пойдём!""","5401122100","1025480001073","ч.2 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","123/25/54000-АП","13.01.2026","АО КБ ""Пойдём!""","5401122100","1025480001073","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","102/25/54000-АП","11.06.2026","Степанов Иван Александрович","0","0","ч.2 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Новосибирской области","72/25/54000-АП","05.03.2026","АО Почта Банк","3232005484","1023200000010","ч.1 ст.14.57","230-ФЗ","55000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","63/25/54000-АП","03.03.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","27500.00","нет данных","нет данных"
"УФССП России по Новосибирской области","32/25/54000-АП","22.05.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","25/25/54000-АП","16.03.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новосибирской области","13/25/54000-АП","03.03.2026","АО ""Экспобанк""","7708397772","1217700369083","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новгородской области","16/26/53000-АП","23.06.2026","Публичное акционерное общество ""Банк ПСБ""","7744000912","1027739019142","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Новгородской области","15/26/53000-АП","23.06.2026","ООО ""Микрофинансовая компания ""Юпитер 6""","7840460408","1117847472973","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Новгородской области","14/26/53000-АП","25.05.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новгородской области","13/26/53000-АП","13.05.2026","ООО МКК ""ДеньгиОк""","9723229832","1247700335365","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Новгородской области","11/26/53000-АП","14.04.2026","ООО ""ПКО Юнона""","7806253521","1167847404053","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Новгородской области","10/26/53000-АП","14.04.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Новгородской области","9/26/53000-АП","06.04.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Новгородской области","8/26/53000-АП","27.02.2026","ООО МФК ""МигКредит""","7715825027","1107746671207","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новгородской области","7/26/53000-АП","25.02.2026","ООО ПКО ""Кредитэкспресс Финанс""","7707790885","1127747190152","ч.1 ст.14.57","230-ФЗ","80000.00","нет данных","нет данных"
"УФССП России по Новгородской области","6/26/53000-АП","10.02.2026","ООО МКК ""ФИНМОЛЛ""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Новгородской области","5/26/53000-АП","10.02.2026","ООО ПКО ""АктивБизнесКонсалт""","7736659589","1137746390572","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Новгородской области","4/26/53000-АП","10.02.2026","ООО ""ПКО ""ИНТЕГРАЛ""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Новгородской области","3/26/53000-АП","10.02.2026","ООО ПКО ""Кредитэкспресс Финанс""","7707790885","1127747190152","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Новгородской области","2/26/53000-АП","09.02.2026","ООО МКК ""Стабильные финансы""","7704493556","1197746381876","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Новгородской области","1/26/53000-АП","06.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новгородской области","46/25/53000-АП","13.01.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Новгородской области","45/25/53000-АП","13.01.2026","ООО МКК ""ФИНМОЛЛ""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Новгородской области","44/25/53000-АП","13.01.2026","ООО МКК ""Умный займ""","7802948882","1247800001756","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Новгородской области","43/25/53000-АП","13.01.2026","ООО ""ПКО ""ИНТЕГРАЛ""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Мурманской области","119/26/51000-АП","27.04.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Московской области","57/26/50000-АП","23.06.2026","ООО МКК ""СМСФИНАНС""","7729677643","1117746198998","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","55/26/50000-АП","19.06.2026","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСИЛ""","4623005974","1044624004787","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Московской области","54/26/50000-АП","19.06.2026","ООО ПКО ""Ваш долг""","9726053295","1237700607352","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","53/26/50000-АП","19.06.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","52/26/50000-АП","19.06.2026","ООО МКК ""Броктон""","1685013200","1231600043619","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","51/26/50000-АП","02.06.2026","ООО ""Небус""","9701204665","1227700251910","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","50/26/50000-АП","19.06.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","49/26/50000-АП","02.06.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","48/26/50000-АП","16.06.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","46/26/50000-АП","16.06.2026","ООО ПКО ""Интеграл""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","47/26/50000-АП","08.06.2026","ООО МКК ""Аделаида""","7838115690","1237800087040","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","45/26/50000-АП","08.06.2026","ООО ""Скорый Займ""","9718244306","1247700019764","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","44/26/50000-АП","05.06.2026","ООО МКК ""Кангария""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","300000.00","нет данных","нет данных"
"УФССП России по Московской области","43/26/50000-АП","18.05.2026","ООО МКК ""Фастмани.ру""","7805714988","1177847323741","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","42/26/50000-АП","09.06.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","41/26/50000-АП","26.05.2026","ООО ПКО БИКЭШ","7604381915","1217600021836","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","40/26/50000-АП","22.05.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","300000.00","нет данных","нет данных"
"УФССП России по Московской области","39/26/50000-АП","02.06.2026","ПК ""Кит-Кредит""","6685222348","1246600048727","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","38/26/50000-АП","02.06.2026","Ип Еремин Дмитрий Сергеевич","0","0","ч.6 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","37/26/50000-АП","28.04.2026","ООО ""Скорый Займ""","9718244306","1247700019764","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","35/26/50000-АП","03.06.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","33/26/50000-АП","13.05.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Московской области","32/26/50000-АП","21.04.2026","ООО ""КУРАТОР""","6316284222","1236300017557","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Московской области","29/26/50000-АП","14.04.2026","ООО МКК ""Балткредит""","7804688407","1217800176318","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","28/26/50000-АП","14.04.2026","ООО ПКО ""РБР""","9705138572","1197746655468","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","27/26/50000-АП","13.05.2026","ООО ""Единый оператор""","7707424705","1197746002651","ч.6 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Московской области","26/26/50000-АП","14.04.2026","ООО МКК ""Профиреал""","7838492459","1137847255765","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","25/26/50000-АП","07.04.2026","ООО ПКО БИКЭШ","7604381915","1217600021836","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Московской области","24/26/50000-АП","05.05.2026","АО ""МКК УФ""","6162089317","1236100023433","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","23/26/50000-АП","05.05.2026","ООО ""ПКО СОЛ""","6164139228","1226100025029","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","22/26/50000-АП","05.05.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Московской области","20/26/50000-АП","13.05.2026","ООО ПКО ""Система Коллект""","6161150583","1246100004611","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","19/26/50000-АП","03.04.2026","ООО ""ПКО ""Софт""","800010872","1230800005259","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","18/26/50000-АП","06.04.2026","АО МКК ""Стэпмани""","6162085714","1216100007826","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","17/26/50000-АП","06.04.2026","ООО МКК ""Финансовый аспект""","3811469624","1203800012294","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","16/26/50000-АП","07.04.2026","ООО ПКО ""Интеграл""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","13/26/50000-АП","27.03.2026","ООО МКК ""Триумвират""","7743384078","1227700365815","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","12/26/50000-АП","27.03.2026","ООО МКК ""Триумвират""","7743384078","1227700365815","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Московской области","11/26/50000-АП","06.04.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","10/26/50000-АП","03.03.2026","ООО ПКО БИКЭШ","7604381915","1217600021836","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Московской области","9/26/50000-АП","11.03.2026","ООО ПКО ""Система Коллект""","6161150583","1246100004611","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","8/26/50000-АП","31.03.2026","ООО МКК ""Рубикон""","2465130359","1152468038568","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","7/26/50000-АП","24.02.2026","ООО ПКО ""Юстива""","6316276246","1226300000057","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","6/26/50000-АП","11.03.2026","ООО МКК ""Аделаида""","7838115690","1237800087040","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Московской области","5/26/50000-АП","27.02.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Московской области","4/26/50000-АП","03.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Московской области","2/26/50000-АП","16.02.2026","ООО ПКО ""Юстива""","6316276246","1226300000057","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Московской области","1/26/50000-АП","02.03.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","146/25/50000-АП","13.01.2026","ООО ПКО ""Ваш Долг""","9726053295","1237700607352","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Московской области","145/25/50000-АП","13.01.2026","ООО ""ПКО Контроль""","9102201009","1159102130549","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Московской области","143/25/50000-АП","09.02.2026","ООО МКК ""Броктон""","1685013200","1231600043619","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","142/25/50000-АП","10.02.2026","ООО ""МКК НФ""","6162073437","1166196099057","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","141/25/50000-АП","13.01.2026","ООО МКК ""Балткредит""","7804688407","1217800176318","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","140/25/50000-АП","13.01.2026","ООО ПКО ""КУРАТОР""","6316284222","1236300017557","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Московской области","139/25/50000-АП","09.02.2026","ООО МКК ""Кредито24""","5501246928","1135543003793","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","138/25/50000-АП","10.02.2026","ООО МКК ""Рубикон""","2465130359","1152468038568","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","137/25/50000-АП","09.02.2026","ООО МКК ""Кредито24""","5501246928","1135543003793","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Московской области","133/25/50000-АП","26.01.2026","ООО ""МКК Кангария""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Московской области","132/25/50000-АП","13.02.2026","ООО МКК ""Вайтмани Диджитал""","1655464943","1211600072496","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Московской области","128/25/50000-АП","13.01.2026","ООО МКК ""Финансовый аспект""","3811469624","1203800012294","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Московской области","126/25/50000-АП","13.01.2026","ООО ""МКК Кангария""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Москве","74/26/77000-АП","30.06.2026","Кутуев Рушан Ренатович","0","0","ч.2 ст.14.57","230-ФЗ","10000.00","нет данных","нет данных"
"УФССП России по Москве","73/26/77000-АП","30.06.2026","Минаева Татьяна Сергеевна","0","0","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","71/26/77000-АП","30.06.2026","Полякова Екатерина Владимировна","0","0","ч.2 ст.14.57","230-ФЗ","10000.00","нет данных","нет данных"
"УФССП России по Москве","70/26/77000-АП","30.06.2026","Воробьев Сергей Сергеевич","0","0","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","62/26/77000-АП","23.06.2026","Корчевский Станислав Юрьевич","0","0","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","60/26/77000-АП","22.06.2026","Цыпруш Олег Евгеньевич","0","0","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","59/26/77000-АП","22.06.2026","Цыпруш Олег Евгеньевич","0","0","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","57/26/77000-АП","16.06.2026","Матвеев Василий Сергеевич","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","56/26/77000-АП","16.06.2026","Мохначев Дмитрий Вячеславович","0","0","ч.2 ст.14.57","230-ФЗ","10000.00","нет данных","нет данных"
"УФССП России по Москве","55/26/77000-АП","16.06.2026","Гошин Александр Викторович","0","0","ч.2 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Москве","54/26/77000-АП","16.06.2026","ООО ПКО ""ДоброЗайм""","7717795970","5147746190851","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","53/26/77000-АП","16.06.2026","Тихонов Денис Юрьевич","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","50/26/77000-АП","16.06.2026","Сочнев Игорь Александрович","0","0","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","51/26/77000-АП","16.06.2026","Журавлев Дмитрий Дмитриевич","0","0","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","46/26/77000-АП","30.06.2026","Паутов Андрей Александрович","0","0","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","44/26/77000-АП","30.06.2026","Сорокина Елена Аркадьевна","0","0","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","35/26/77000-АП","25.05.2026","КПК Кит-Кредит","6685222348","0","ч.6 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Москве","34/26/77000-АП","18.05.2026","Тесленко Ирина Сергеевна","0","0","ч.3 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","32/26/77000-АП","12.05.2026","Сорокина Елена Аркадьевна","0","0","ч.2 ст.14.57","230-ФЗ","20000.00","нет данных","нет данных"
"УФССП России по Москве","30/26/77000-АП","03.04.2026","ПАО ""СОВКОМБАНК""","4401116480","1144400000425","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Москве","26/26/77000-АП","16.03.2026","ООО ПКО ""Центурион""","9709079818","1227700215467","ч.2 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Москве","17/26/77000-АП","31.03.2026","АО ""МКК УФ""","6162089317","1236100023433","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Москве","16/26/77000-АП","03.03.2026","ООО ПКО ""ДЖИ ТИ КОЛЛЕКШН ГРУПП""","2130212835","1192130008707","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","15/26/77000-АП","25.02.2026","МКК ""ЦФП"" (ПАО)","7727480641","0","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","14/26/77000-АП","25.02.2026","ООО МКК 495 КРЕДИТ","9704063067","0","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","13/26/77000-АП","25.02.2026","ПАО ""БАНК УРАЛСИБ""","274062111","1020280000190","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","7/26/77000-АП","25.02.2026","АО ПКО ""ФАСП""","7704527702","1037719000384","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","6/26/77000-АП","25.02.2026","ООО МФК ""Экофинанс""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","4/26/77000-АП","24.02.2026","АО ""Экспобанк""","7708397772","1217700369083","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","3/26/77000-АП","30.03.2026","ООО Юстива","6316276246","1226300000057","ч.1 ст.14.57","230-ФЗ","55000.00","нет данных","нет данных"
"УФССП России по Москве","532/25/77000-АП","13.01.2026","ООО ""ПКО ""Феникс""","7713793524","1147746920144","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","533/25/77000-АП","13.01.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","530/25/77000-АП","13.01.2026","ООО ПКО ""РБ КОЛЛЕКТ""","7743344357","0","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","531/25/77000-АП","13.01.2026","ООО ПКО ""АйДи Коллект""","7730233723","1177746355225","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","528/25/77000-АП","13.01.2026","ООО ПКО ""НСВ""","7727551797","0","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","529/25/77000-АП","13.01.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.2 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","526/25/77000-АП","13.01.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","527/25/77000-АП","10.02.2026","ООО МКК ""Кредито24""","5501246928","1135543003793","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","525/25/77000-АП","13.01.2026","ООО Профессиональная коллекторская организация ""РимБорсо"" (ООО ПКО ""РБР"")","9705138572","1197746655468","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Москве","524/25/77000-АП","09.02.2026","ООО ""МКК СТЭПМАНИ""","6162085714","1216100007826","ч.1 ст.14.57","230-ФЗ","110000.00","нет данных","нет данных"
"УФССП России по Москве","523/25/77000-АП","02.03.2026","ООО МКК Аделаида","7838115690","1237800087040","ч.1 ст.14.57","230-ФЗ","110000.00","нет данных","нет данных"
"УФССП России по Москве","522/25/77000-АП","10.02.2026","Чернышев Дмитрий Сергеевич","0","0","ч.2 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Москве","521/25/77000-АП","13.01.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
"УФССП России по Москве","520/25/77000-АП","13.01.2026","ООО ПКО ""Столичное АВД""","7717528291","1057746413922","ч.1 ст.14.57","230-ФЗ","250000.00","нет данных","нет данных"
